date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2021-06-30,US_AL,5.0,11.0,24.0,12.0,-24.0,4.0
2021-07-01,US_AL,4.0,20.0,18.0,18.0,-24.0,4.0
2021-07-02,US_AL,2.0,17.0,21.0,19.0,-29.0,7.0
2021-07-03,US_AL,-4.0,23.0,65.0,28.0,-15.0,-1.0
2021-07-04,US_AL,-19.0,10.0,85.0,4.0,-20.0,-1.0
2021-07-05,US_AL,-6.0,5.0,40.0,9.0,-65.0,15.0
2021-07-06,US_AL,-2.0,9.0,10.0,8.0,-26.0,7.0
2021-07-07,US_AL,1.0,9.0,10.0,9.0,-27.0,7.0
2021-07-08,US_AL,-1.0,11.0,17.0,12.0,-25.0,6.0
2021-07-09,US_AL,-5.0,4.0,14.0,10.0,-26.0,7.0
2021-07-10,US_AL,-5.0,8.0,40.0,27.0,-6.0,1.0
2021-07-11,US_AL,-7.0,4.0,11.0,23.0,-8.0,3.0
2021-07-12,US_AL,-2.0,8.0,9.0,9.0,-23.0,6.0
2021-07-13,US_AL,-1.0,8.0,16.0,8.0,-21.0,5.0
2021-07-14,US_AL,5.0,13.0,28.0,11.0,-23.0,4.0
2021-07-15,US_AL,2.0,13.0,20.0,16.0,-22.0,4.0
2021-07-16,US_AL,-1.0,6.0,19.0,14.0,-23.0,5.0
2021-07-17,US_AL,-2.0,8.0,37.0,30.0,-6.0,1.0
2021-07-18,US_AL,0.0,8.0,20.0,31.0,-8.0,2.0
2021-07-19,US_AL,-3.0,7.0,0.0,9.0,-24.0,7.0
2021-07-20,US_AL,-1.0,8.0,8.0,7.0,-22.0,6.0
2021-07-21,US_AL,3.0,11.0,21.0,11.0,-23.0,5.0
2021-07-22,US_AL,-2.0,12.0,18.0,12.0,-22.0,5.0
2021-07-23,US_AL,-4.0,6.0,26.0,10.0,-24.0,6.0
2021-07-24,US_AL,-5.0,9.0,44.0,28.0,-6.0,1.0
2021-07-25,US_AL,-4.0,8.0,26.0,25.0,-8.0,2.0
2021-07-26,US_AL,-1.0,11.0,17.0,9.0,-23.0,5.0
2021-07-27,US_AL,-3.0,7.0,10.0,6.0,-22.0,6.0
2021-07-28,US_AL,3.0,12.0,20.0,9.0,-23.0,5.0
2021-07-29,US_AL,-1.0,12.0,14.0,11.0,-23.0,5.0
2021-07-30,US_AL,-1.0,9.0,16.0,10.0,-24.0,6.0
2021-07-31,US_AL,-4.0,10.0,29.0,26.0,-7.0,1.0
2021-08-01,US_AL,-1.0,14.0,16.0,25.0,-8.0,2.0
2021-08-02,US_AL,0.0,12.0,10.0,8.0,-24.0,6.0
2021-08-03,US_AL,5.0,17.0,18.0,8.0,-23.0,5.0
2021-08-04,US_AL,4.0,16.0,21.0,10.0,-24.0,4.0
2021-08-05,US_AL,-1.0,16.0,16.0,12.0,-23.0,5.0
2021-08-06,US_AL,-4.0,9.0,24.0,9.0,-24.0,5.0
2021-08-07,US_AL,-5.0,12.0,38.0,21.0,-7.0,1.0
2021-08-08,US_AL,-3.0,14.0,26.0,22.0,-8.0,2.0
2021-08-09,US_AL,0.0,14.0,15.0,7.0,-24.0,5.0
2021-08-10,US_AL,-2.0,12.0,9.0,5.0,-22.0,5.0
2021-08-11,US_AL,-2.0,11.0,5.0,3.0,-24.0,5.0
2021-08-12,US_AL,-5.0,13.0,8.0,6.0,-22.0,5.0
2021-08-13,US_AL,-4.0,8.0,12.0,4.0,-23.0,5.0
2021-08-14,US_AL,-5.0,12.0,30.0,13.0,-8.0,2.0
2021-08-15,US_AL,-5.0,10.0,7.0,12.0,-10.0,4.0
2021-08-16,US_AL,-4.0,13.0,6.0,1.0,-24.0,5.0
2021-08-17,US_AL,-3.0,11.0,7.0,-2.0,-23.0,5.0
2021-08-18,US_AL,-1.0,12.0,7.0,3.0,-21.0,4.0
2021-08-19,US_AL,-9.0,8.0,-5.0,0.0,-21.0,6.0
2021-08-20,US_AL,-7.0,5.0,7.0,0.0,-21.0,5.0
2021-08-21,US_AL,-10.0,5.0,11.0,3.0,-10.0,4.0
2021-08-22,US_AL,-7.0,9.0,14.0,7.0,-10.0,4.0
2021-08-23,US_AL,-6.0,10.0,9.0,0.0,-22.0,5.0
2021-08-24,US_AL,-6.0,8.0,8.0,-2.0,-21.0,5.0
2021-08-25,US_AL,-4.0,9.0,5.0,-1.0,-22.0,5.0
2021-08-26,US_AL,-7.0,10.0,7.0,1.0,-21.0,5.0
2021-08-27,US_AL,-7.0,6.0,10.0,0.0,-20.0,5.0
2021-08-28,US_AL,-8.0,10.0,31.0,13.0,-10.0,3.0
2021-08-29,US_AL,-15.0,3.0,-8.0,0.0,-14.0,6.0
2021-08-30,US_AL,-14.0,1.0,-22.0,-12.0,-27.0,10.0
2021-08-31,US_AL,-9.0,6.0,-21.0,-4.0,-23.0,9.0
2021-09-01,US_AL,4.0,15.0,6.0,8.0,-20.0,5.0
2021-09-02,US_AL,-1.0,15.0,16.0,11.0,-19.0,4.0
2021-09-03,US_AL,1.0,14.0,22.0,11.0,-22.0,4.0
2021-09-04,US_AL,-9.0,12.0,34.0,6.0,-16.0,2.0
2021-09-05,US_AL,-4.0,11.0,44.0,1.0,-15.0,2.0
2021-09-06,US_AL,-14.0,1.0,25.0,-6.0,-70.0,18.0
2021-09-07,US_AL,-4.0,11.0,14.0,4.0,-20.0,5.0
2021-09-08,US_AL,-3.0,9.0,10.0,3.0,-19.0,5.0
2021-09-09,US_AL,-5.0,10.0,19.0,4.0,-18.0,4.0
2021-09-10,US_AL,-5.0,4.0,19.0,4.0,-17.0,4.0
2021-09-11,US_AL,-8.0,5.0,42.0,8.0,-9.0,2.0
2021-09-12,US_AL,-8.0,6.0,26.0,10.0,-10.0,3.0
2021-09-13,US_AL,-5.0,8.0,17.0,3.0,-19.0,4.0
2021-09-14,US_AL,-5.0,6.0,10.0,0.0,-18.0,5.0
2021-09-15,US_AL,-2.0,6.0,-8.0,-1.0,-19.0,5.0
2021-09-16,US_AL,-5.0,8.0,4.0,2.0,-18.0,5.0
2021-09-17,US_AL,-6.0,3.0,7.0,-1.0,-19.0,5.0
2021-09-18,US_AL,-13.0,0.0,4.0,-2.0,-12.0,4.0
2021-09-19,US_AL,-11.0,1.0,-13.0,4.0,-13.0,5.0
2021-09-20,US_AL,-5.0,7.0,3.0,0.0,-18.0,5.0
2021-09-21,US_AL,-5.0,5.0,8.0,-1.0,-16.0,5.0
2021-09-22,US_AL,-1.0,7.0,13.0,2.0,-16.0,4.0
2021-09-23,US_AL,-4.0,8.0,22.0,5.0,-15.0,3.0
2021-09-24,US_AL,-4.0,4.0,26.0,5.0,-17.0,3.0
2021-09-25,US_AL,-5.0,5.0,48.0,9.0,-8.0,0.0
2021-09-26,US_AL,-5.0,6.0,32.0,14.0,-9.0,2.0
2021-09-27,US_AL,-5.0,7.0,22.0,4.0,-16.0,3.0
2021-09-28,US_AL,-5.0,4.0,16.0,1.0,-15.0,4.0
2021-09-29,US_AL,-2.0,6.0,15.0,4.0,-16.0,3.0
2021-09-30,US_AL,-3.0,12.0,18.0,7.0,-15.0,3.0
2021-10-01,US_AL,2.0,12.0,23.0,8.0,-16.0,2.0
2021-10-02,US_AL,-5.0,9.0,37.0,15.0,-10.0,1.0
2021-10-03,US_AL,-6.0,6.0,-3.0,14.0,-12.0,3.0
2021-10-04,US_AL,-3.0,8.0,4.0,5.0,-18.0,5.0
2021-10-05,US_AL,-5.0,6.0,-5.0,0.0,-17.0,5.0
2021-10-06,US_AL,-3.0,6.0,1.0,4.0,-18.0,5.0
2021-10-07,US_AL,-3.0,9.0,15.0,9.0,-17.0,4.0
2021-10-08,US_AL,-2.0,5.0,27.0,10.0,-19.0,3.0
2021-10-09,US_AL,-6.0,6.0,51.0,19.0,-10.0,0.0
2021-10-10,US_AL,-3.0,6.0,37.0,21.0,-10.0,2.0
2021-10-11,US_AL,-2.0,7.0,31.0,9.0,-27.0,6.0
2021-10-12,US_AL,-3.0,6.0,22.0,6.0,-17.0,4.0
2021-10-13,US_AL,0.0,8.0,21.0,8.0,-16.0,3.0
2021-10-14,US_AL,-2.0,9.0,25.0,9.0,-15.0,3.0
2021-10-15,US_AL,-1.0,5.0,23.0,9.0,-16.0,3.0
2021-10-16,US_AL,-4.0,7.0,47.0,15.0,-9.0,1.0
2021-10-17,US_AL,-2.0,7.0,31.0,20.0,-9.0,2.0
2021-10-18,US_AL,-2.0,8.0,20.0,7.0,-16.0,3.0
2021-10-19,US_AL,-3.0,6.0,17.0,5.0,-15.0,3.0
2021-10-20,US_AL,0.0,8.0,17.0,6.0,-15.0,3.0
2021-10-21,US_AL,-6.0,6.0,7.0,4.0,-15.0,4.0
2021-10-22,US_AL,-4.0,4.0,20.0,5.0,-15.0,3.0
2021-10-23,US_AL,-5.0,6.0,49.0,10.0,-8.0,0.0
2021-10-24,US_AL,-5.0,5.0,27.0,16.0,-9.0,2.0
2021-10-25,US_AL,-5.0,7.0,12.0,5.0,-15.0,4.0
2021-10-26,US_AL,-3.0,6.0,14.0,4.0,-13.0,3.0
2021-10-27,US_AL,1.0,8.0,12.0,6.0,-15.0,3.0
2021-10-28,US_AL,-3.0,8.0,1.0,3.0,-14.0,5.0
2021-10-29,US_AL,-4.0,4.0,-5.0,1.0,-16.0,5.0
2021-10-30,US_AL,-4.0,10.0,24.0,1.0,-11.0,2.0
2021-10-31,US_AL,-3.0,10.0,35.0,8.0,-10.0,1.0
2021-11-01,US_AL,-2.0,10.0,8.0,6.0,-15.0,3.0
2021-11-02,US_AL,-3.0,7.0,7.0,3.0,-13.0,4.0
2021-11-03,US_AL,2.0,10.0,1.0,6.0,-15.0,3.0
2021-11-04,US_AL,-4.0,7.0,-7.0,5.0,-14.0,5.0
2021-11-05,US_AL,-3.0,4.0,3.0,5.0,-15.0,4.0
2021-11-06,US_AL,-5.0,4.0,21.0,7.0,-9.0,2.0
2021-11-07,US_AL,-3.0,5.0,15.0,11.0,-9.0,2.0
2021-11-08,US_AL,-4.0,7.0,4.0,5.0,-14.0,4.0
2021-11-09,US_AL,-4.0,5.0,3.0,5.0,-13.0,4.0
2021-11-10,US_AL,2.0,9.0,11.0,9.0,-14.0,2.0
2021-11-11,US_AL,-4.0,4.0,-9.0,4.0,-31.0,9.0
2021-11-12,US_AL,-3.0,4.0,7.0,3.0,-18.0,5.0
2021-11-13,US_AL,-4.0,4.0,12.0,3.0,-8.0,2.0
2021-11-14,US_AL,-3.0,5.0,5.0,11.0,-8.0,2.0
2021-11-15,US_AL,-1.0,9.0,-2.0,4.0,-14.0,4.0
2021-11-16,US_AL,-1.0,8.0,1.0,2.0,-13.0,4.0
2021-11-17,US_AL,1.0,10.0,9.0,6.0,-14.0,3.0
2021-11-18,US_AL,-4.0,9.0,-9.0,4.0,-14.0,4.0
2021-11-19,US_AL,-3.0,6.0,0.0,6.0,-14.0,4.0
2021-11-20,US_AL,-5.0,7.0,13.0,18.0,-6.0,2.0
2021-11-21,US_AL,-3.0,9.0,10.0,15.0,-6.0,2.0
2021-11-22,US_AL,4.0,17.0,-1.0,8.0,-24.0,6.0
2021-11-23,US_AL,8.0,23.0,-1.0,14.0,-24.0,5.0
2021-11-24,US_AL,20.0,48.0,11.0,25.0,-34.0,5.0
2021-11-25,US_AL,-73.0,-28.0,-2.0,-22.0,-84.0,19.0
2021-11-26,US_AL,-11.0,-4.0,8.0,-21.0,-61.0,16.0
2021-11-27,US_AL,-20.0,-4.0,-1.0,10.0,-20.0,5.0
2021-11-28,US_AL,-8.0,-1.0,-5.0,37.0,-11.0,3.0
2021-11-29,US_AL,-3.0,8.0,-7.0,9.0,-15.0,4.0
2021-11-30,US_AL,-2.0,8.0,-4.0,7.0,-13.0,4.0
2021-12-01,US_AL,4.0,16.0,1.0,7.0,-14.0,3.0
2021-12-02,US_AL,-2.0,10.0,-1.0,2.0,-13.0,4.0
2021-12-03,US_AL,-1.0,7.0,13.0,-2.0,-13.0,3.0
2021-12-04,US_AL,-8.0,5.0,15.0,-3.0,-4.0,2.0
2021-12-05,US_AL,-2.0,7.0,13.0,3.0,-6.0,3.0
2021-12-06,US_AL,-8.0,4.0,-18.0,-4.0,-15.0,6.0
2021-12-07,US_AL,-2.0,7.0,-12.0,0.0,-12.0,4.0
2020-02-15,US_AR,3.0,2.0,8.0,-3.0,1.0,0.0
2020-02-16,US_AR,5.0,4.0,32.0,0.0,1.0,-1.0
2020-02-17,US_AR,1.0,-2.0,7.0,-1.0,-16.0,5.0
2020-02-18,US_AR,-3.0,-4.0,-3.0,-2.0,0.0,1.0
2020-02-19,US_AR,4.0,1.0,24.0,0.0,3.0,-1.0
2020-02-20,US_AR,2.0,0.0,3.0,1.0,1.0,0.0
2020-02-21,US_AR,5.0,0.0,19.0,2.0,2.0,-1.0
2020-02-22,US_AR,3.0,2.0,18.0,2.0,3.0,0.0
2020-02-23,US_AR,0.0,-1.0,-32.0,1.0,1.0,1.0
2020-02-24,US_AR,3.0,0.0,-9.0,-1.0,1.0,1.0
2020-02-25,US_AR,7.0,1.0,15.0,3.0,2.0,0.0
2020-02-26,US_AR,16.0,5.0,8.0,5.0,3.0,-2.0
2020-02-27,US_AR,16.0,7.0,28.0,6.0,3.0,-2.0
2020-02-28,US_AR,18.0,9.0,48.0,6.0,3.0,-3.0
2020-02-29,US_AR,17.0,11.0,70.0,8.0,4.0,-3.0
2020-03-01,US_AR,18.0,12.0,21.0,11.0,3.0,-2.0
2020-03-02,US_AR,14.0,7.0,26.0,3.0,3.0,-1.0
2020-03-03,US_AR,22.0,15.0,58.0,4.0,3.0,-2.0
2020-03-04,US_AR,15.0,9.0,36.0,3.0,4.0,-2.0
2020-03-05,US_AR,17.0,12.0,80.0,6.0,3.0,-2.0
2020-03-06,US_AR,13.0,8.0,73.0,6.0,3.0,-2.0
2020-03-07,US_AR,12.0,10.0,80.0,10.0,4.0,-2.0
2020-03-08,US_AR,16.0,13.0,78.0,12.0,3.0,-2.0
2020-03-09,US_AR,6.0,4.0,-5.0,2.0,1.0,2.0
2020-03-10,US_AR,13.0,11.0,84.0,6.0,3.0,-1.0
2020-03-11,US_AR,12.0,14.0,61.0,2.0,4.0,-1.0
2020-03-12,US_AR,14.0,33.0,69.0,4.0,2.0,-1.0
2020-03-13,US_AR,5.0,25.0,15.0,2.0,-2.0,2.0
2020-03-14,US_AR,-7.0,11.0,-21.0,-1.0,0.0,4.0
2020-03-15,US_AR,-5.0,14.0,-4.0,1.0,-4.0,3.0
2020-03-16,US_AR,-6.0,13.0,-20.0,-6.0,-16.0,7.0
2020-03-17,US_AR,-10.0,10.0,25.0,-6.0,-19.0,8.0
2020-03-18,US_AR,-12.0,8.0,50.0,-9.0,-22.0,8.0
2020-03-19,US_AR,-18.0,10.0,17.0,-10.0,-24.0,10.0
2020-03-20,US_AR,-23.0,12.0,30.0,-13.0,-26.0,11.0
2020-03-21,US_AR,-33.0,2.0,23.0,-12.0,-14.0,8.0
2020-03-22,US_AR,-41.0,-11.0,-26.0,-22.0,-26.0,9.0
2020-03-23,US_AR,-29.0,-7.0,17.0,-18.0,-32.0,13.0
2020-03-24,US_AR,-30.0,-9.0,52.0,-17.0,-35.0,14.0
2020-03-25,US_AR,-25.0,-5.0,108.0,-18.0,-35.0,12.0
2020-03-26,US_AR,-24.0,-4.0,133.0,-18.0,-36.0,12.0
2020-03-27,US_AR,-28.0,-7.0,88.0,-22.0,-36.0,13.0
2020-03-28,US_AR,-39.0,-14.0,-1.0,-26.0,-23.0,10.0
2020-03-29,US_AR,-29.0,-7.0,81.0,-22.0,-27.0,7.0
2020-03-30,US_AR,-31.0,-11.0,-19.0,-25.0,-34.0,14.0
2020-03-31,US_AR,-26.0,-6.0,36.0,-21.0,-35.0,13.0
2020-04-01,US_AR,-19.0,2.0,75.0,-18.0,-35.0,11.0
2020-04-02,US_AR,-24.0,2.0,59.0,-21.0,-36.0,13.0
2020-04-03,US_AR,-28.0,3.0,6.0,-27.0,-36.0,15.0
2020-04-04,US_AR,-42.0,-4.0,-32.0,-31.0,-25.0,12.0
2020-04-05,US_AR,-36.0,-3.0,25.0,-33.0,-29.0,8.0
2020-04-06,US_AR,-29.0,-6.0,15.0,-25.0,-36.0,13.0
2020-04-07,US_AR,-30.0,-6.0,46.0,-24.0,-37.0,14.0
2020-04-08,US_AR,-25.0,-2.0,81.0,-24.0,-37.0,12.0
2020-04-09,US_AR,-25.0,0.0,58.0,-25.0,-38.0,13.0
2020-04-10,US_AR,-25.0,2.0,62.0,-30.0,-43.0,15.0
2020-04-11,US_AR,-35.0,1.0,1.0,-34.0,-26.0,10.0
2020-04-12,US_AR,-53.0,-29.0,-27.0,-39.0,-36.0,10.0
2020-04-13,US_AR,-26.0,-8.0,-9.0,-22.0,-39.0,12.0
2020-04-14,US_AR,-25.0,-7.0,11.0,-21.0,-38.0,13.0
2020-04-15,US_AR,-10.0,4.0,56.0,-18.0,-35.0,11.0
2020-04-16,US_AR,-15.0,3.0,66.0,-19.0,-36.0,11.0
2020-04-17,US_AR,-23.0,-5.0,23.0,-25.0,-36.0,14.0
2020-04-18,US_AR,-25.0,-1.0,36.0,-20.0,-19.0,7.0
2020-04-19,US_AR,-31.0,-12.0,-26.0,-34.0,-29.0,9.0
2020-04-20,US_AR,-16.0,-2.0,35.0,-20.0,-34.0,12.0
2020-04-21,US_AR,-15.0,1.0,85.0,-16.0,-35.0,11.0
2020-04-22,US_AR,-25.0,-8.0,-11.0,-23.0,-36.0,15.0
2020-04-23,US_AR,-18.0,3.0,46.0,-20.0,-35.0,12.0
2020-04-24,US_AR,-20.0,0.0,34.0,-22.0,-35.0,13.0
2020-04-25,US_AR,-23.0,3.0,27.0,-20.0,-20.0,7.0
2020-04-26,US_AR,-18.0,4.0,78.0,-22.0,-25.0,5.0
2020-04-27,US_AR,-14.0,0.0,11.0,-17.0,-34.0,12.0
2020-04-28,US_AR,-15.0,3.0,36.0,-15.0,-35.0,6.0
2020-04-29,US_AR,-9.0,8.0,51.0,-15.0,-34.0,11.0
2020-04-30,US_AR,-8.0,11.0,80.0,-14.0,-34.0,10.0
2020-05-01,US_AR,-8.0,13.0,95.0,-13.0,-33.0,10.0
2020-05-02,US_AR,-15.0,12.0,81.0,-10.0,-17.0,4.0
2020-05-03,US_AR,-15.0,6.0,38.0,-20.0,-22.0,5.0
2020-05-04,US_AR,-8.0,6.0,18.0,-15.0,-32.0,11.0
2020-05-05,US_AR,-5.0,14.0,60.0,-12.0,-32.0,10.0
2020-05-06,US_AR,-4.0,13.0,92.0,-12.0,-31.0,9.0
2020-05-07,US_AR,-9.0,11.0,63.0,-14.0,-32.0,10.0
2020-05-08,US_AR,-10.0,11.0,56.0,-14.0,-32.0,11.0
2020-05-09,US_AR,-9.0,23.0,59.0,-8.0,-15.0,3.0
2020-05-10,US_AR,-8.0,24.0,72.0,-13.0,-19.0,2.0
2020-05-11,US_AR,-9.0,4.0,14.0,-10.0,-30.0,10.0
2020-05-12,US_AR,-13.0,3.0,-9.0,-15.0,-32.0,12.0
2020-05-13,US_AR,-3.0,10.0,82.0,-10.0,-29.0,9.0
2020-05-14,US_AR,-7.0,9.0,78.0,-12.0,-30.0,9.0
2020-05-15,US_AR,-13.0,2.0,40.0,-13.0,-31.0,11.0
2020-05-16,US_AR,-16.0,5.0,8.0,-13.0,-14.0,6.0
2020-05-17,US_AR,-11.0,8.0,45.0,-13.0,-17.0,5.0
2020-05-18,US_AR,-2.0,6.0,54.0,-9.0,-29.0,8.0
2020-05-19,US_AR,-2.0,8.0,88.0,-8.0,-29.0,8.0
2020-05-20,US_AR,1.0,10.0,118.0,-5.0,-28.0,7.0
2020-05-21,US_AR,-2.0,11.0,98.0,-5.0,-30.0,8.0
2020-05-22,US_AR,-7.0,8.0,99.0,-3.0,-32.0,9.0
2020-05-23,US_AR,-11.0,13.0,106.0,-4.0,-14.0,3.0
2020-05-24,US_AR,-6.0,14.0,127.0,-10.0,-19.0,2.0
2020-05-25,US_AR,-16.0,-3.0,80.0,-21.0,-67.0,18.0
2020-05-26,US_AR,-6.0,8.0,55.0,-14.0,-29.0,9.0
2020-05-27,US_AR,-3.0,8.0,74.0,-8.0,-28.0,8.0
2020-05-28,US_AR,-4.0,8.0,71.0,-8.0,-28.0,9.0
2020-05-29,US_AR,-5.0,7.0,127.0,-2.0,-27.0,8.0
2020-05-30,US_AR,-10.0,10.0,109.0,3.0,-5.0,2.0
2020-05-31,US_AR,-4.0,13.0,114.0,1.0,-10.0,2.0
2020-06-01,US_AR,2.0,10.0,71.0,-2.0,-28.0,7.0
2020-06-02,US_AR,1.0,10.0,113.0,-2.0,-28.0,7.0
2020-06-03,US_AR,4.0,13.0,101.0,-2.0,-27.0,7.0
2020-06-04,US_AR,-1.0,12.0,99.0,-3.0,-28.0,7.0
2020-06-05,US_AR,-4.0,10.0,127.0,-3.0,-29.0,7.0
2020-06-06,US_AR,-9.0,12.0,106.0,4.0,-8.0,2.0
2020-06-07,US_AR,-4.0,13.0,109.0,2.0,-12.0,2.0
2020-06-08,US_AR,-10.0,-1.0,14.0,-9.0,-29.0,10.0
2020-06-09,US_AR,0.0,10.0,86.0,-3.0,-28.0,8.0
2020-06-10,US_AR,3.0,11.0,129.0,1.0,-27.0,6.0
2020-06-11,US_AR,1.0,12.0,139.0,0.0,-27.0,6.0
2020-06-12,US_AR,-3.0,9.0,154.0,2.0,-28.0,6.0
2020-06-13,US_AR,-8.0,11.0,131.0,6.0,-6.0,1.0
2020-06-14,US_AR,-3.0,13.0,127.0,5.0,-11.0,1.0
2020-06-15,US_AR,-1.0,8.0,76.0,2.0,-28.0,7.0
2020-06-16,US_AR,0.0,10.0,118.0,1.0,-28.0,7.0
2020-06-17,US_AR,1.0,10.0,138.0,0.0,-28.0,6.0
2020-06-18,US_AR,0.0,10.0,133.0,3.0,-28.0,6.0
2020-06-19,US_AR,-2.0,9.0,146.0,2.0,-29.0,5.0
2020-06-20,US_AR,-9.0,13.0,103.0,7.0,-7.0,1.0
2020-06-21,US_AR,-6.0,14.0,93.0,3.0,-11.0,1.0
2020-06-22,US_AR,-5.0,3.0,56.0,-1.0,-31.0,9.0
2020-06-23,US_AR,-3.0,5.0,96.0,0.0,-30.0,8.0
2020-06-24,US_AR,1.0,9.0,140.0,1.0,-28.0,6.0
2020-06-25,US_AR,-1.0,11.0,134.0,3.0,-29.0,6.0
2020-06-26,US_AR,-6.0,3.0,122.0,1.0,-29.0,8.0
2020-06-27,US_AR,-11.0,6.0,105.0,9.0,-7.0,2.0
2020-06-28,US_AR,-7.0,6.0,100.0,9.0,-10.0,2.0
2020-06-29,US_AR,-5.0,3.0,45.0,1.0,-30.0,8.0
2020-06-30,US_AR,2.0,9.0,106.0,1.0,-30.0,7.0
2020-07-01,US_AR,7.0,13.0,116.0,3.0,-30.0,6.0
2020-07-02,US_AR,10.0,19.0,121.0,6.0,-33.0,6.0
2020-07-03,US_AR,5.0,21.0,200.0,1.0,-53.0,10.0
2020-07-04,US_AR,-26.0,6.0,112.0,-16.0,-26.0,3.0
2020-07-05,US_AR,-11.0,4.0,96.0,0.0,-18.0,2.0
2020-07-06,US_AR,0.0,7.0,76.0,4.0,-34.0,8.0
2020-07-07,US_AR,-1.0,7.0,110.0,1.0,-32.0,8.0
2020-07-08,US_AR,0.0,7.0,120.0,1.0,-30.0,7.0
2020-07-09,US_AR,-5.0,4.0,87.0,0.0,-31.0,8.0
2020-07-10,US_AR,-5.0,4.0,126.0,-1.0,-30.0,7.0
2020-07-11,US_AR,-12.0,6.0,89.0,6.0,-9.0,3.0
2020-07-12,US_AR,-5.0,8.0,93.0,4.0,-14.0,2.0
2020-07-13,US_AR,-4.0,4.0,69.0,-1.0,-31.0,8.0
2020-07-14,US_AR,-2.0,6.0,99.0,-2.0,-31.0,8.0
2020-07-15,US_AR,0.0,9.0,114.0,-2.0,-30.0,7.0
2020-07-16,US_AR,-4.0,7.0,107.0,-2.0,-31.0,7.0
2020-07-17,US_AR,-6.0,5.0,122.0,-2.0,-31.0,7.0
2020-07-18,US_AR,-12.0,8.0,103.0,3.0,-11.0,3.0
2020-07-19,US_AR,-7.0,8.0,97.0,2.0,-14.0,2.0
2020-07-20,US_AR,-5.0,4.0,58.0,-2.0,-32.0,8.0
2020-07-21,US_AR,-4.0,6.0,98.0,-3.0,-32.0,8.0
2020-07-22,US_AR,-4.0,4.0,96.0,-4.0,-30.0,7.0
2020-07-23,US_AR,-5.0,5.0,104.0,-2.0,-30.0,7.0
2020-07-24,US_AR,-6.0,3.0,129.0,-1.0,-30.0,7.0
2020-07-25,US_AR,-12.0,6.0,105.0,3.0,-10.0,2.0
2020-07-26,US_AR,-7.0,7.0,100.0,2.0,-14.0,2.0
2020-07-27,US_AR,-4.0,2.0,59.0,-3.0,-32.0,8.0
2020-07-28,US_AR,-4.0,4.0,92.0,-3.0,-31.0,8.0
2020-07-29,US_AR,-4.0,1.0,75.0,-4.0,-31.0,8.0
2020-07-30,US_AR,-4.0,3.0,94.0,-2.0,-31.0,7.0
2020-07-31,US_AR,-3.0,4.0,85.0,-1.0,-31.0,8.0
2020-08-01,US_AR,-6.0,9.0,105.0,6.0,-10.0,1.0
2020-08-02,US_AR,-2.0,8.0,100.0,6.0,-14.0,2.0
2020-08-03,US_AR,2.0,7.0,71.0,1.0,-31.0,6.0
2020-08-04,US_AR,0.0,8.0,120.0,-1.0,-31.0,7.0
2020-08-05,US_AR,0.0,6.0,132.0,-1.0,-30.0,6.0
2020-08-06,US_AR,-3.0,5.0,110.0,0.0,-30.0,6.0
2020-08-07,US_AR,-5.0,1.0,115.0,0.0,-31.0,7.0
2020-08-08,US_AR,-9.0,4.0,101.0,7.0,-11.0,2.0
2020-08-09,US_AR,-5.0,6.0,91.0,6.0,-14.0,2.0
2020-08-10,US_AR,-3.0,1.0,53.0,-1.0,-31.0,7.0
2020-08-11,US_AR,-6.0,0.0,57.0,-3.0,-31.0,8.0
2020-08-12,US_AR,-1.0,3.0,92.0,-2.0,-29.0,6.0
2020-08-13,US_AR,-3.0,3.0,94.0,-1.0,-30.0,6.0
2020-08-14,US_AR,-5.0,0.0,106.0,-1.0,-30.0,7.0
2020-08-15,US_AR,-9.0,4.0,91.0,5.0,-11.0,2.0
2020-08-16,US_AR,-4.0,5.0,93.0,4.0,-14.0,1.0
2020-08-17,US_AR,-3.0,0.0,53.0,-2.0,-31.0,6.0
2020-08-18,US_AR,-3.0,1.0,,-2.0,-29.0,6.0
2020-08-19,US_AR,0.0,1.0,,-1.0,-28.0,5.0
2020-08-20,US_AR,-1.0,4.0,,-1.0,-29.0,5.0
2020-08-21,US_AR,-4.0,1.0,,-2.0,-28.0,5.0
2020-08-22,US_AR,-8.0,4.0,98.0,3.0,-9.0,1.0
2020-08-23,US_AR,-2.0,7.0,82.0,2.0,-12.0,2.0
2020-08-24,US_AR,-5.0,-2.0,43.0,-5.0,-29.0,6.0
2020-08-25,US_AR,-6.0,2.0,75.0,-2.0,-29.0,5.0
2020-08-26,US_AR,-4.0,2.0,67.0,-3.0,-26.0,5.0
2020-08-27,US_AR,-16.0,-6.0,33.0,-12.0,-30.0,9.0
2020-08-28,US_AR,-7.0,-4.0,77.0,-6.0,-27.0,5.0
2020-08-29,US_AR,-12.0,-1.0,54.0,0.0,-9.0,3.0
2020-08-30,US_AR,-9.0,0.0,43.0,-3.0,-14.0,3.0
2020-08-31,US_AR,-8.0,-6.0,26.0,-6.0,-27.0,6.0
2020-09-01,US_AR,-5.0,0.0,36.0,-4.0,-28.0,6.0
2020-09-02,US_AR,-5.0,-2.0,50.0,-5.0,-26.0,5.0
2020-09-03,US_AR,1.0,8.0,83.0,1.0,-27.0,3.0
