date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2021-01-17,US_SC,-18.0,-11.0,-16.0,-17.0,-19.0,6.0
2021-01-18,US_SC,-15.0,-11.0,-4.0,-17.0,-42.0,12.0
2021-01-19,US_SC,-17.0,-7.0,-13.0,-15.0,-26.0,9.0
2021-01-20,US_SC,-19.0,-12.0,-15.0,-17.0,-26.0,9.0
2021-01-21,US_SC,-20.0,-12.0,-25.0,-17.0,-26.0,10.0
2021-01-22,US_SC,-19.0,-10.0,-24.0,-19.0,-24.0,8.0
2021-01-23,US_SC,-17.0,-9.0,7.0,-20.0,-10.0,5.0
2021-01-24,US_SC,-19.0,-11.0,-11.0,-15.0,-16.0,5.0
2021-01-25,US_SC,-20.0,-13.0,-19.0,-20.0,-24.0,9.0
2021-01-26,US_SC,-18.0,-11.0,-20.0,-17.0,-25.0,9.0
2021-01-27,US_SC,-20.0,-14.0,-34.0,-19.0,-26.0,10.0
2021-01-28,US_SC,-17.0,-11.0,-20.0,-15.0,-25.0,9.0
2021-01-29,US_SC,-16.0,-11.0,-19.0,-16.0,-24.0,8.0
2021-01-30,US_SC,-14.0,-7.0,-6.0,-16.0,-9.0,5.0
2021-01-31,US_SC,-20.0,-14.0,-47.0,-14.0,-19.0,7.0
2021-02-01,US_SC,-14.0,-8.0,-29.0,-20.0,-23.0,8.0
2021-02-02,US_SC,-12.0,-6.0,-25.0,-17.0,-24.0,8.0
2021-02-03,US_SC,-11.0,-7.0,-21.0,-17.0,-24.0,7.0
2021-02-04,US_SC,-14.0,-9.0,-23.0,-15.0,-24.0,8.0
2021-02-05,US_SC,-16.0,-10.0,-30.0,-19.0,-23.0,8.0
2021-02-06,US_SC,-16.0,-6.0,-22.0,-21.0,-10.0,5.0
2021-02-07,US_SC,-20.0,-5.0,-30.0,-19.0,-17.0,5.0
2021-02-08,US_SC,-16.0,-9.0,-9.0,-16.0,-23.0,7.0
2021-02-09,US_SC,-14.0,-6.0,-12.0,-15.0,-23.0,8.0
2021-02-10,US_SC,-13.0,-7.0,-15.0,-15.0,-23.0,7.0
2021-02-11,US_SC,-14.0,-8.0,-24.0,-12.0,-23.0,9.0
2021-02-12,US_SC,-15.0,-7.0,-33.0,-13.0,-24.0,8.0
2021-02-13,US_SC,-15.0,-3.0,-41.0,-21.0,-14.0,7.0
2021-02-14,US_SC,-13.0,-6.0,-49.0,-14.0,-18.0,6.0
2021-02-15,US_SC,-15.0,-10.0,-28.0,-15.0,-33.0,11.0
2021-02-16,US_SC,-11.0,-3.0,-6.0,-15.0,-23.0,8.0
2021-02-17,US_SC,-12.0,-5.0,-20.0,-15.0,-22.0,8.0
2021-02-18,US_SC,-21.0,-15.0,-42.0,-22.0,-25.0,12.0
2021-02-19,US_SC,-15.0,-9.0,-30.0,-17.0,-23.0,8.0
2021-02-20,US_SC,-10.0,-4.0,17.0,-11.0,-8.0,4.0
2021-02-21,US_SC,-10.0,-5.0,0.0,-2.0,-14.0,4.0
2021-02-22,US_SC,-15.0,-8.0,-19.0,-15.0,-21.0,8.0
2021-02-23,US_SC,-8.0,-3.0,10.0,-11.0,-22.0,7.0
2021-02-24,US_SC,-7.0,-5.0,14.0,-11.0,-22.0,6.0
2021-02-25,US_SC,-7.0,-4.0,16.0,-7.0,-22.0,6.0
2021-02-26,US_SC,-10.0,-7.0,-13.0,-10.0,-22.0,7.0
2021-02-27,US_SC,-5.0,-1.0,40.0,-6.0,-9.0,2.0
2021-02-28,US_SC,-2.0,0.0,36.0,7.0,-13.0,2.0
2021-03-01,US_SC,-7.0,-3.0,-5.0,-9.0,-20.0,6.0
2021-03-02,US_SC,-7.0,-3.0,-16.0,-11.0,-22.0,7.0
2021-03-03,US_SC,-4.0,-2.0,-13.0,-11.0,-22.0,7.0
2021-03-04,US_SC,-3.0,-1.0,14.0,-5.0,-22.0,6.0
2021-03-05,US_SC,-5.0,-2.0,4.0,-3.0,-21.0,5.0
2021-03-06,US_SC,-4.0,-1.0,19.0,-3.0,-9.0,3.0
2021-03-07,US_SC,-1.0,1.0,16.0,9.0,-14.0,3.0
2021-03-08,US_SC,-5.0,-1.0,12.0,-6.0,-20.0,5.0
2021-03-09,US_SC,-3.0,0.0,17.0,-6.0,-22.0,6.0
2021-03-10,US_SC,-3.0,-1.0,14.0,-5.0,-22.0,5.0
2021-03-11,US_SC,-3.0,-1.0,20.0,0.0,-22.0,6.0
2021-03-12,US_SC,-3.0,0.0,32.0,3.0,-22.0,4.0
2021-03-13,US_SC,3.0,4.0,68.0,10.0,-9.0,1.0
2021-03-14,US_SC,7.0,5.0,42.0,27.0,-14.0,1.0
2021-03-15,US_SC,2.0,2.0,17.0,1.0,-21.0,5.0
2021-03-16,US_SC,-1.0,0.0,-11.0,-4.0,-22.0,7.0
2021-03-17,US_SC,8.0,6.0,-2.0,0.0,-21.0,5.0
2021-03-18,US_SC,-5.0,-4.0,-14.0,-3.0,-29.0,11.0
2021-03-19,US_SC,2.0,0.0,11.0,6.0,-21.0,4.0
2021-03-20,US_SC,6.0,3.0,34.0,11.0,-8.0,1.0
2021-03-21,US_SC,7.0,3.0,3.0,24.0,-13.0,2.0
2021-03-22,US_SC,4.0,2.0,35.0,3.0,-19.0,4.0
2021-03-23,US_SC,4.0,2.0,26.0,1.0,-20.0,5.0
2021-03-24,US_SC,3.0,1.0,17.0,1.0,-21.0,5.0
2021-03-25,US_SC,0.0,-1.0,12.0,4.0,-21.0,6.0
2021-03-26,US_SC,0.0,0.0,24.0,7.0,-21.0,4.0
2021-03-27,US_SC,4.0,4.0,68.0,16.0,-7.0,1.0
2021-03-28,US_SC,6.0,4.0,23.0,24.0,-13.0,2.0
2021-03-29,US_SC,6.0,5.0,45.0,5.0,-19.0,4.0
2021-03-30,US_SC,7.0,6.0,39.0,5.0,-20.0,5.0
2021-03-31,US_SC,4.0,1.0,8.0,3.0,-22.0,6.0
2021-04-01,US_SC,11.0,9.0,29.0,16.0,-22.0,4.0
2021-04-02,US_SC,10.0,11.0,25.0,18.0,-36.0,6.0
2021-04-03,US_SC,8.0,18.0,55.0,20.0,-13.0,0.0
2021-04-04,US_SC,-14.0,-1.0,54.0,26.0,-23.0,0.0
2021-04-05,US_SC,12.0,8.0,64.0,18.0,-30.0,5.0
2021-04-06,US_SC,13.0,8.0,67.0,12.0,-30.0,5.0
2021-04-07,US_SC,13.0,7.0,58.0,13.0,-30.0,4.0
2021-04-08,US_SC,10.0,5.0,51.0,16.0,-30.0,5.0
2021-04-09,US_SC,4.0,2.0,45.0,15.0,-30.0,4.0
2021-04-10,US_SC,2.0,2.0,49.0,24.0,-11.0,1.0
2021-04-11,US_SC,11.0,8.0,50.0,44.0,-14.0,0.0
2021-04-12,US_SC,5.0,6.0,46.0,9.0,-19.0,3.0
2021-04-13,US_SC,6.0,7.0,42.0,7.0,-21.0,4.0
2021-04-14,US_SC,5.0,4.0,27.0,5.0,-22.0,4.0
2021-04-15,US_SC,4.0,4.0,32.0,9.0,-21.0,4.0
2021-04-16,US_SC,2.0,2.0,34.0,9.0,-21.0,3.0
2021-04-17,US_SC,4.0,5.0,77.0,12.0,-9.0,0.0
2021-04-18,US_SC,10.0,9.0,58.0,29.0,-13.0,1.0
2021-04-19,US_SC,4.0,6.0,45.0,8.0,-18.0,4.0
2021-04-20,US_SC,5.0,7.0,40.0,5.0,-20.0,4.0
2021-04-21,US_SC,4.0,5.0,28.0,5.0,-21.0,4.0
2021-04-22,US_SC,3.0,4.0,29.0,10.0,-20.0,5.0
2021-04-23,US_SC,1.0,4.0,36.0,10.0,-19.0,3.0
2021-04-24,US_SC,-8.0,-5.0,-7.0,-1.0,-12.0,5.0
2021-04-25,US_SC,8.0,8.0,57.0,29.0,-13.0,1.0
2021-04-26,US_SC,3.0,6.0,50.0,8.0,-18.0,4.0
2021-04-27,US_SC,5.0,6.0,47.0,7.0,-20.0,4.0
2021-04-28,US_SC,4.0,4.0,32.0,7.0,-21.0,4.0
2021-04-29,US_SC,4.0,5.0,41.0,11.0,-21.0,4.0
2021-04-30,US_SC,4.0,6.0,44.0,13.0,-19.0,2.0
2021-05-01,US_SC,6.0,9.0,101.0,20.0,-9.0,-1.0
2021-05-02,US_SC,9.0,10.0,60.0,33.0,-13.0,0.0
2021-05-03,US_SC,2.0,5.0,12.0,7.0,-20.0,5.0
2021-05-04,US_SC,4.0,8.0,15.0,6.0,-20.0,5.0
2021-05-05,US_SC,9.0,9.0,28.0,8.0,-20.0,3.0
2021-05-06,US_SC,6.0,8.0,45.0,14.0,-21.0,3.0
2021-05-07,US_SC,6.0,9.0,45.0,15.0,-20.0,2.0
2021-05-08,US_SC,10.0,19.0,94.0,21.0,-9.0,-2.0
2021-05-09,US_SC,13.0,19.0,67.0,35.0,-15.0,-2.0
2021-05-10,US_SC,4.0,14.0,43.0,15.0,-22.0,4.0
2021-05-11,US_SC,4.0,19.0,40.0,20.0,-21.0,4.0
2021-05-12,US_SC,-6.0,1.0,-21.0,6.0,-24.0,8.0
2021-05-13,US_SC,4.0,7.0,37.0,11.0,-21.0,5.0
2021-05-14,US_SC,3.0,7.0,46.0,14.0,-20.0,3.0
2021-05-15,US_SC,3.0,10.0,99.0,19.0,-9.0,0.0
2021-05-16,US_SC,8.0,11.0,68.0,40.0,-11.0,1.0
2021-05-17,US_SC,5.0,9.0,52.0,14.0,-19.0,4.0
2021-05-18,US_SC,5.0,9.0,49.0,11.0,-20.0,4.0
2021-05-19,US_SC,6.0,9.0,42.0,10.0,-20.0,4.0
2021-05-20,US_SC,5.0,8.0,51.0,14.0,-20.0,4.0
2021-05-21,US_SC,3.0,8.0,50.0,12.0,-18.0,2.0
2021-05-22,US_SC,2.0,9.0,102.0,17.0,-7.0,0.0
2021-05-23,US_SC,8.0,12.0,72.0,35.0,-12.0,0.0
2021-05-24,US_SC,5.0,9.0,45.0,10.0,-18.0,4.0
2021-05-25,US_SC,7.0,10.0,45.0,10.0,-19.0,4.0
2021-05-26,US_SC,8.0,10.0,36.0,12.0,-20.0,4.0
2021-05-27,US_SC,9.0,12.0,45.0,21.0,-20.0,4.0
2021-05-28,US_SC,7.0,14.0,53.0,26.0,-21.0,2.0
2021-05-29,US_SC,5.0,16.0,103.0,26.0,-11.0,0.0
2021-05-30,US_SC,14.0,16.0,95.0,26.0,-15.0,0.0
2021-05-31,US_SC,0.0,8.0,108.0,8.0,-66.0,14.0
2021-06-01,US_SC,9.0,14.0,53.0,18.0,-20.0,4.0
2021-06-02,US_SC,7.0,10.0,34.0,12.0,-20.0,5.0
2021-06-03,US_SC,8.0,10.0,26.0,14.0,-20.0,5.0
2021-06-04,US_SC,5.0,9.0,39.0,17.0,-18.0,3.0
2021-06-05,US_SC,3.0,10.0,74.0,27.0,-5.0,1.0
2021-06-06,US_SC,8.0,10.0,41.0,38.0,-11.0,2.0
2021-06-07,US_SC,6.0,9.0,33.0,14.0,-19.0,5.0
2021-06-08,US_SC,9.0,12.0,45.0,10.0,-20.0,5.0
2021-06-09,US_SC,9.0,10.0,37.0,13.0,-21.0,4.0
2021-06-10,US_SC,9.0,11.0,50.0,19.0,-22.0,4.0
2021-06-11,US_SC,5.0,10.0,53.0,21.0,-22.0,3.0
2021-06-12,US_SC,2.0,9.0,68.0,33.0,-6.0,1.0
2021-06-13,US_SC,10.0,14.0,60.0,44.0,-10.0,1.0
2021-06-14,US_SC,9.0,12.0,58.0,18.0,-21.0,4.0
2021-06-15,US_SC,11.0,14.0,59.0,15.0,-22.0,4.0
2021-06-16,US_SC,11.0,12.0,54.0,15.0,-24.0,4.0
2021-06-17,US_SC,11.0,12.0,67.0,22.0,-24.0,4.0
2021-06-18,US_SC,7.0,12.0,71.0,24.0,-26.0,3.0
2021-06-19,US_SC,4.0,16.0,98.0,37.0,-8.0,-1.0
2021-06-20,US_SC,5.0,11.0,21.0,36.0,-15.0,2.0
2021-06-21,US_SC,7.0,10.0,63.0,20.0,-24.0,4.0
2021-06-22,US_SC,7.0,8.0,36.0,12.0,-25.0,7.0
2021-06-23,US_SC,9.0,9.0,61.0,16.0,-25.0,4.0
2021-06-24,US_SC,9.0,9.0,68.0,23.0,-25.0,4.0
2021-06-25,US_SC,5.0,7.0,68.0,25.0,-26.0,3.0
2021-06-26,US_SC,2.0,9.0,102.0,38.0,-5.0,0.0
2021-06-27,US_SC,9.0,11.0,75.0,49.0,-10.0,0.0
2021-06-28,US_SC,7.0,9.0,42.0,18.0,-25.0,3.0
2021-06-29,US_SC,5.0,7.0,52.0,13.0,-26.0,4.0
2021-06-30,US_SC,10.0,11.0,50.0,19.0,-25.0,4.0
2021-07-01,US_SC,11.0,15.0,55.0,29.0,-26.0,4.0
2021-07-02,US_SC,9.0,16.0,42.0,32.0,-30.0,5.0
2021-07-03,US_SC,4.0,23.0,121.0,41.0,-14.0,-1.0
2021-07-04,US_SC,-2.0,17.0,131.0,20.0,-23.0,-1.0
2021-07-05,US_SC,8.0,9.0,104.0,17.0,-63.0,13.0
2021-07-06,US_SC,10.0,16.0,71.0,20.0,-29.0,6.0
2021-07-07,US_SC,7.0,12.0,40.0,12.0,-29.0,6.0
2021-07-08,US_SC,3.0,5.0,29.0,11.0,-30.0,9.0
2021-07-09,US_SC,3.0,8.0,57.0,23.0,-27.0,5.0
2021-07-10,US_SC,2.0,11.0,96.0,42.0,-7.0,0.0
2021-07-11,US_SC,8.0,12.0,63.0,49.0,-11.0,1.0
2021-07-12,US_SC,7.0,11.0,55.0,19.0,-24.0,5.0
2021-07-13,US_SC,8.0,12.0,57.0,14.0,-25.0,5.0
2021-07-14,US_SC,10.0,12.0,54.0,16.0,-25.0,4.0
2021-07-15,US_SC,11.0,13.0,57.0,23.0,-25.0,4.0
2021-07-16,US_SC,5.0,10.0,60.0,24.0,-25.0,4.0
2021-07-17,US_SC,4.0,14.0,103.0,40.0,-7.0,0.0
2021-07-18,US_SC,8.0,12.0,60.0,48.0,-11.0,1.0
2021-07-19,US_SC,6.0,10.0,37.0,19.0,-24.0,6.0
2021-07-20,US_SC,7.0,10.0,36.0,12.0,-25.0,7.0
2021-07-21,US_SC,9.0,12.0,55.0,15.0,-25.0,5.0
2021-07-22,US_SC,7.0,11.0,52.0,20.0,-25.0,5.0
2021-07-23,US_SC,4.0,10.0,61.0,23.0,-25.0,4.0
2021-07-24,US_SC,2.0,12.0,97.0,35.0,-6.0,0.0
2021-07-25,US_SC,8.0,13.0,72.0,51.0,-10.0,1.0
2021-07-26,US_SC,6.0,10.0,47.0,19.0,-24.0,5.0
2021-07-27,US_SC,7.0,11.0,43.0,12.0,-25.0,6.0
2021-07-28,US_SC,7.0,10.0,36.0,14.0,-25.0,5.0
2021-07-29,US_SC,7.0,11.0,51.0,20.0,-25.0,5.0
2021-07-30,US_SC,5.0,11.0,48.0,22.0,-26.0,4.0
2021-07-31,US_SC,2.0,12.0,76.0,37.0,-7.0,0.0
2021-08-01,US_SC,8.0,13.0,51.0,50.0,-11.0,1.0
2021-08-02,US_SC,8.0,14.0,50.0,19.0,-24.0,5.0
2021-08-03,US_SC,8.0,13.0,26.0,8.0,-26.0,7.0
2021-08-04,US_SC,9.0,12.0,42.0,12.0,-26.0,5.0
2021-08-05,US_SC,7.0,11.0,44.0,16.0,-26.0,5.0
2021-08-06,US_SC,3.0,8.0,33.0,15.0,-26.0,5.0
2021-08-07,US_SC,2.0,11.0,64.0,27.0,-7.0,1.0
2021-08-08,US_SC,9.0,14.0,59.0,43.0,-10.0,1.0
2021-08-09,US_SC,6.0,12.0,49.0,15.0,-24.0,5.0
2021-08-10,US_SC,7.0,14.0,47.0,10.0,-24.0,5.0
2021-08-11,US_SC,7.0,11.0,34.0,9.0,-25.0,5.0
2021-08-12,US_SC,8.0,12.0,41.0,16.0,-25.0,5.0
2021-08-13,US_SC,5.0,11.0,43.0,16.0,-24.0,4.0
2021-08-14,US_SC,3.0,12.0,65.0,26.0,-7.0,1.0
2021-08-15,US_SC,11.0,16.0,31.0,42.0,-10.0,2.0
2021-08-16,US_SC,8.0,12.0,17.0,15.0,-23.0,5.0
2021-08-17,US_SC,4.0,10.0,8.0,5.0,-25.0,7.0
2021-08-18,US_SC,6.0,12.0,22.0,6.0,-22.0,5.0
2021-08-19,US_SC,2.0,10.0,25.0,10.0,-22.0,5.0
2021-08-20,US_SC,1.0,9.0,34.0,12.0,-21.0,3.0
2021-08-21,US_SC,-1.0,10.0,59.0,16.0,-7.0,2.0
2021-08-22,US_SC,1.0,10.0,17.0,25.0,-11.0,3.0
2021-08-23,US_SC,1.0,11.0,30.0,9.0,-21.0,4.0
2021-08-24,US_SC,1.0,11.0,29.0,5.0,-23.0,5.0
2021-08-25,US_SC,1.0,9.0,20.0,4.0,-23.0,5.0
2021-08-26,US_SC,1.0,9.0,27.0,10.0,-24.0,5.0
2021-08-27,US_SC,-1.0,8.0,29.0,8.0,-22.0,4.0
2021-08-28,US_SC,-2.0,10.0,68.0,10.0,-7.0,2.0
2021-08-29,US_SC,1.0,11.0,37.0,24.0,-11.0,3.0
2021-08-30,US_SC,-1.0,10.0,29.0,5.0,-22.0,5.0
2021-08-31,US_SC,0.0,11.0,21.0,3.0,-23.0,6.0
2021-09-01,US_SC,2.0,10.0,11.0,3.0,-23.0,6.0
2021-09-02,US_SC,3.0,11.0,32.0,10.0,-23.0,5.0
2021-09-03,US_SC,4.0,14.0,46.0,19.0,-24.0,3.0
2021-09-04,US_SC,0.0,15.0,90.0,12.0,-14.0,2.0
2021-09-05,US_SC,9.0,14.0,91.0,13.0,-17.0,2.0
2021-09-06,US_SC,-3.0,5.0,73.0,0.0,-68.0,16.0
2021-09-07,US_SC,0.0,11.0,32.0,8.0,-23.0,6.0
2021-09-08,US_SC,-3.0,7.0,8.0,3.0,-22.0,6.0
2021-09-09,US_SC,-1.0,7.0,18.0,5.0,-22.0,6.0
2021-09-10,US_SC,-1.0,7.0,39.0,7.0,-19.0,3.0
2021-09-11,US_SC,-2.0,9.0,80.0,8.0,-7.0,1.0
2021-09-12,US_SC,1.0,9.0,46.0,23.0,-12.0,2.0
2021-09-13,US_SC,0.0,9.0,41.0,6.0,-19.0,4.0
2021-09-14,US_SC,1.0,10.0,43.0,3.0,-20.0,5.0
2021-09-15,US_SC,3.0,9.0,23.0,3.0,-21.0,4.0
2021-09-16,US_SC,0.0,6.0,11.0,7.0,-22.0,6.0
2021-09-17,US_SC,0.0,8.0,32.0,9.0,-20.0,3.0
2021-09-18,US_SC,-1.0,9.0,76.0,10.0,-9.0,1.0
2021-09-19,US_SC,2.0,9.0,41.0,26.0,-14.0,2.0
2021-09-20,US_SC,-3.0,6.0,8.0,6.0,-19.0,5.0
2021-09-21,US_SC,-2.0,5.0,2.0,-1.0,-20.0,7.0
2021-09-22,US_SC,-1.0,5.0,7.0,1.0,-18.0,5.0
2021-09-23,US_SC,2.0,8.0,45.0,10.0,-18.0,4.0
2021-09-24,US_SC,0.0,7.0,44.0,12.0,-17.0,2.0
2021-09-25,US_SC,0.0,8.0,89.0,10.0,-7.0,0.0
2021-09-26,US_SC,3.0,9.0,54.0,28.0,-11.0,2.0
2021-09-27,US_SC,0.0,8.0,44.0,8.0,-16.0,3.0
2021-09-28,US_SC,0.0,8.0,45.0,3.0,-17.0,4.0
2021-09-29,US_SC,1.0,7.0,28.0,4.0,-18.0,4.0
2021-09-30,US_SC,2.0,8.0,37.0,11.0,-18.0,4.0
2021-10-01,US_SC,4.0,11.0,37.0,11.0,-16.0,1.0
2021-10-02,US_SC,3.0,12.0,81.0,9.0,-8.0,0.0
2021-10-03,US_SC,3.0,10.0,37.0,27.0,-12.0,2.0
2021-10-04,US_SC,1.0,10.0,29.0,8.0,-16.0,4.0
2021-10-05,US_SC,-2.0,7.0,11.0,3.0,-17.0,6.0
2021-10-06,US_SC,-2.0,6.0,1.0,2.0,-18.0,5.0
2021-10-07,US_SC,0.0,6.0,19.0,11.0,-18.0,5.0
2021-10-08,US_SC,-1.0,5.0,20.0,10.0,-17.0,4.0
2021-10-09,US_SC,0.0,8.0,77.0,10.0,-7.0,1.0
2021-10-10,US_SC,4.0,10.0,60.0,30.0,-12.0,1.0
2021-10-11,US_SC,1.0,8.0,48.0,12.0,-19.0,4.0
2021-10-12,US_SC,2.0,10.0,49.0,10.0,-17.0,4.0
2021-10-13,US_SC,2.0,8.0,31.0,7.0,-17.0,3.0
2021-10-14,US_SC,3.0,9.0,44.0,14.0,-16.0,3.0
2021-10-15,US_SC,3.0,8.0,43.0,13.0,-17.0,1.0
2021-10-16,US_SC,2.0,8.0,84.0,16.0,-9.0,0.0
2021-10-17,US_SC,5.0,10.0,46.0,33.0,-12.0,1.0
2021-10-18,US_SC,2.0,8.0,39.0,12.0,-17.0,3.0
2021-10-19,US_SC,3.0,9.0,39.0,8.0,-17.0,4.0
2021-10-20,US_SC,2.0,7.0,27.0,7.0,-17.0,3.0
2021-10-21,US_SC,2.0,6.0,36.0,12.0,-17.0,3.0
2021-10-22,US_SC,1.0,6.0,40.0,13.0,-18.0,2.0
2021-10-23,US_SC,0.0,7.0,73.0,12.0,-7.0,0.0
2021-10-24,US_SC,3.0,8.0,42.0,30.0,-11.0,1.0
2021-10-25,US_SC,-1.0,7.0,24.0,11.0,-15.0,4.0
2021-10-26,US_SC,2.0,9.0,36.0,8.0,-15.0,4.0
2021-10-27,US_SC,2.0,8.0,22.0,6.0,-16.0,3.0
2021-10-28,US_SC,-3.0,4.0,-12.0,7.0,-17.0,6.0
2021-10-29,US_SC,1.0,8.0,20.0,9.0,-16.0,2.0
2021-10-30,US_SC,1.0,10.0,54.0,4.0,-8.0,0.0
2021-10-31,US_SC,3.0,11.0,41.0,18.0,-12.0,1.0
2021-11-01,US_SC,2.0,8.0,27.0,10.0,-16.0,4.0
2021-11-02,US_SC,2.0,8.0,33.0,7.0,-17.0,4.0
2021-11-03,US_SC,3.0,9.0,7.0,5.0,-16.0,4.0
2021-11-04,US_SC,0.0,6.0,-1.0,7.0,-16.0,5.0
2021-11-05,US_SC,0.0,5.0,0.0,10.0,-15.0,3.0
2021-11-06,US_SC,-5.0,2.0,-2.0,1.0,-9.0,3.0
2021-11-07,US_SC,2.0,7.0,10.0,19.0,-12.0,2.0
2021-11-08,US_SC,-1.0,7.0,19.0,12.0,-14.0,4.0
2021-11-09,US_SC,1.0,8.0,24.0,8.0,-15.0,4.0
2021-11-10,US_SC,2.0,8.0,14.0,9.0,-16.0,3.0
2021-11-11,US_SC,3.0,7.0,8.0,10.0,-22.0,6.0
2021-11-12,US_SC,1.0,7.0,22.0,9.0,-16.0,3.0
2021-11-13,US_SC,2.0,7.0,49.0,7.0,-7.0,1.0
2021-11-14,US_SC,5.0,8.0,17.0,26.0,-11.0,2.0
2021-11-15,US_SC,2.0,9.0,10.0,10.0,-14.0,4.0
2021-11-16,US_SC,3.0,9.0,15.0,7.0,-15.0,4.0
2021-11-17,US_SC,2.0,9.0,9.0,6.0,-15.0,3.0
2021-11-18,US_SC,2.0,8.0,11.0,10.0,-15.0,4.0
2021-11-19,US_SC,0.0,8.0,5.0,14.0,-14.0,3.0
2021-11-20,US_SC,0.0,8.0,24.0,19.0,-6.0,1.0
2021-11-21,US_SC,3.0,10.0,14.0,30.0,-9.0,2.0
2021-11-22,US_SC,6.0,15.0,8.0,14.0,-18.0,5.0
2021-11-23,US_SC,13.0,25.0,12.0,24.0,-21.0,4.0
2021-11-24,US_SC,23.0,44.0,15.0,33.0,-36.0,5.0
2021-11-25,US_SC,-67.0,-22.0,10.0,-24.0,-84.0,19.0
2021-11-26,US_SC,-6.0,-4.0,30.0,-18.0,-61.0,14.0
2021-11-27,US_SC,-7.0,-1.0,33.0,21.0,-18.0,3.0
2021-11-28,US_SC,-1.0,2.0,9.0,59.0,-14.0,2.0
2021-11-29,US_SC,1.0,7.0,0.0,14.0,-15.0,4.0
2021-11-30,US_SC,1.0,9.0,3.0,12.0,-15.0,5.0
2021-12-01,US_SC,3.0,9.0,-2.0,7.0,-16.0,4.0
2021-12-02,US_SC,1.0,7.0,9.0,7.0,-16.0,4.0
2021-12-03,US_SC,1.0,7.0,20.0,4.0,-14.0,2.0
2021-12-04,US_SC,0.0,7.0,46.0,2.0,-3.0,1.0
2021-12-05,US_SC,2.0,8.0,12.0,14.0,-9.0,2.0
2021-12-06,US_SC,0.0,9.0,3.0,4.0,-14.0,4.0
2021-12-07,US_SC,1.0,8.0,-1.0,3.0,-14.0,4.0
2020-02-15,US_SD,7.0,6.0,4.0,3.0,-1.0,0.0
2020-02-16,US_SD,15.0,11.0,28.0,1.0,1.0,-2.0
2020-02-17,US_SD,3.0,0.0,-7.0,4.0,-23.0,6.0
2020-02-18,US_SD,-5.0,1.0,-2.0,0.0,-1.0,1.0
2020-02-19,US_SD,-5.0,-1.0,-4.0,1.0,1.0,1.0
2020-02-20,US_SD,1.0,3.0,7.0,6.0,1.0,0.0
2020-02-21,US_SD,4.0,6.0,22.0,4.0,5.0,-1.0
2020-02-22,US_SD,7.0,9.0,34.0,3.0,2.0,-1.0
2020-02-23,US_SD,13.0,17.0,46.0,6.0,5.0,-2.0
2020-02-24,US_SD,-5.0,6.0,-4.0,-1.0,4.0,1.0
2020-02-25,US_SD,-9.0,-4.0,-14.0,-5.0,-6.0,4.0
2020-02-26,US_SD,6.0,10.0,3.0,6.0,2.0,-1.0
2020-02-27,US_SD,7.0,8.0,6.0,8.0,0.0,-1.0
2020-02-28,US_SD,12.0,13.0,13.0,9.0,2.0,-1.0
2020-02-29,US_SD,14.0,18.0,25.0,10.0,1.0,-2.0
2020-03-01,US_SD,19.0,21.0,16.0,11.0,5.0,-2.0
2020-03-02,US_SD,6.0,11.0,12.0,8.0,5.0,-1.0
2020-03-03,US_SD,8.0,11.0,18.0,9.0,2.0,-1.0
2020-03-04,US_SD,8.0,10.0,31.0,11.0,2.0,-1.0
2020-03-05,US_SD,5.0,5.0,15.0,10.0,2.0,0.0
2020-03-06,US_SD,10.0,11.0,36.0,13.0,5.0,-1.0
2020-03-07,US_SD,13.0,15.0,68.0,15.0,2.0,-2.0
2020-03-08,US_SD,18.0,18.0,83.0,10.0,2.0,-2.0
2020-03-09,US_SD,6.0,9.0,24.0,6.0,2.0,0.0
2020-03-10,US_SD,9.0,20.0,22.0,10.0,0.0,-1.0
2020-03-11,US_SD,7.0,25.0,50.0,10.0,0.0,-1.0
2020-03-12,US_SD,3.0,25.0,14.0,8.0,-3.0,1.0
2020-03-13,US_SD,1.0,36.0,12.0,4.0,-1.0,3.0
2020-03-14,US_SD,-21.0,7.0,-41.0,-16.0,-6.0,8.0
2020-03-15,US_SD,-8.0,12.0,1.0,-4.0,-6.0,4.0
2020-03-16,US_SD,-7.0,21.0,2.0,-5.0,-15.0,7.0
2020-03-17,US_SD,-8.0,22.0,32.0,1.0,-19.0,8.0
2020-03-18,US_SD,-14.0,18.0,22.0,0.0,-21.0,9.0
2020-03-19,US_SD,-29.0,4.0,-22.0,-21.0,-25.0,14.0
2020-03-20,US_SD,-26.0,8.0,-8.0,-16.0,-23.0,15.0
2020-03-21,US_SD,-33.0,7.0,0.0,-19.0,-13.0,10.0
2020-03-22,US_SD,-31.0,2.0,35.0,-23.0,-18.0,7.0
2020-03-23,US_SD,-23.0,6.0,47.0,-17.0,-23.0,11.0
2020-03-24,US_SD,-28.0,4.0,49.0,-12.0,-27.0,13.0
2020-03-25,US_SD,-35.0,-3.0,-11.0,-23.0,-30.0,16.0
2020-03-26,US_SD,-37.0,-4.0,12.0,-20.0,-31.0,16.0
2020-03-27,US_SD,-36.0,-1.0,17.0,-24.0,-29.0,18.0
2020-03-28,US_SD,-49.0,-11.0,-17.0,-31.0,-22.0,15.0
